Time [s],Queue length
0.05,1
0.1,0
0.15000000000000002,1
0.2,0
0.25,0
0.3,0
0.35,1
0.39999999999999997,0
0.44999999999999996,0
0.49999999999999994,0
0.5499999999999999,1
0.6,0
0.65,1
0.7000000000000001,0
0.7500000000000001,0
0.8000000000000002,0
0.8500000000000002,1
0.9000000000000002,1
0.9500000000000003,2
1.0000000000000002,2
1.0500000000000003,2
1.1000000000000003,2
1.1500000000000004,2
1.2000000000000004,2
1.2500000000000004,2
1.3000000000000005,2
1.3500000000000005,2
1.4000000000000006,2
1.4500000000000006,3
1.5000000000000007,3
1.5500000000000007,4
1.6000000000000008,4
1.6500000000000008,4
1.7000000000000008,3
1.7500000000000009,2
1.800000000000001,2
1.850000000000001,2
1.900000000000001,2
1.950000000000001,3
2.000000000000001,3
2.0500000000000007,3
2.1000000000000005,3
2.1500000000000004,3
2.2,3
2.25,4
2.3,4
2.3499999999999996,5
2.3999999999999995,5
2.4499999999999993,6
2.499999999999999,6
2.549999999999999,6
2.5999999999999988,6
2.6499999999999986,7
2.6999999999999984,7
2.7499999999999982,7
2.799999999999998,6
2.849999999999998,5
2.8999999999999977,5
2.9499999999999975,5
2.9999999999999973,4
3.049999999999997,4
3.099999999999997,4
3.149999999999997,5
3.1999999999999966,4
3.2499999999999964,4
3.2999999999999963,4
3.349999999999996,3
3.399999999999996,3
3.4499999999999957,4
3.4999999999999956,4
3.5499999999999954,4
3.599999999999995,4
3.649999999999995,4
3.699999999999995,4
3.7499999999999947,4
3.7999999999999945,4
3.8499999999999943,4
3.899999999999994,3
3.949999999999994,3
3.999999999999994,3
4.049999999999994,4
4.099999999999993,4
4.149999999999993,4
4.199999999999993,4
4.249999999999993,5
4.299999999999993,5
4.3499999999999925,6
4.399999999999992,6
4.449999999999992,6
4.499999999999992,6
4.549999999999992,7
4.599999999999992,7
4.6499999999999915,8
4.699999999999991,8
4.749999999999991,8
4.799999999999991,8
4.849999999999991,9
4.899999999999991,9
4.94999999999999,8
4.99999999999999,7
5.04999999999999,6
5.09999999999999,6
5.14999999999999,6
5.1999999999999895,6
5.249999999999989,7
5.299999999999989,7
5.349999999999989,7
5.399999999999989,7
5.449999999999989,7
5.4999999999999885,7
5.549999999999988,7
5.599999999999988,6
5.649999999999988,6
5.699999999999988,6
5.749999999999988,6
5.799999999999987,6
5.849999999999987,6
5.899999999999987,6
5.949999999999987,7
5.999999999999987,7
6.0499999999999865,8
6.099999999999986,7
6.149999999999986,8
6.199999999999986,8
6.249999999999986,8
6.299999999999986,7
6.349999999999985,7
6.399999999999985,7
6.449999999999985,8
6.499999999999985,8
6.549999999999985,9
6.5999999999999845,9
6.649999999999984,8
6.699999999999984,8
6.749999999999984,8
6.799999999999984,8
6.849999999999984,8
6.8999999999999835,8
6.949999999999983,9
6.999999999999983,9
7.049999999999983,9
7.099999999999983,9
7.149999999999983,9
7.199999999999982,8
7.249999999999982,8
7.299999999999982,8
7.349999999999982,8
7.399999999999982,8
7.4499999999999815,9
7.499999999999981,9
7.549999999999981,10
7.599999999999981,10
7.649999999999981,11
7.699999999999981,11
7.7499999999999805,11
7.79999999999998,11
7.84999999999998,11
7.89999999999998,11
7.94999999999998,11
7.99999999999998,11
8.04999999999998,11
8.09999999999998,11
8.14999999999998,12
8.199999999999982,11
8.249999999999982,10
8.299999999999983,9
8.349999999999984,9
8.399999999999984,9
8.449999999999985,9
8.499999999999986,9
8.549999999999986,10
8.599999999999987,10
8.649999999999988,10
8.699999999999989,10
8.74999999999999,10
8.79999999999999,10
8.84999999999999,10
8.899999999999991,10
8.949999999999992,11
8.999999999999993,11
9.049999999999994,11
9.099999999999994,11
9.149999999999995,11
9.199999999999996,11
9.249999999999996,11
9.299999999999997,11
9.349999999999998,12
9.399999999999999,11
9.45,10
9.5,10
9.55,11
9.600000000000001,11
9.650000000000002,11
9.700000000000003,11
9.750000000000004,12
9.800000000000004,12
9.850000000000005,11
9.900000000000006,11
9.950000000000006,11
10.000000000000007,11
10.050000000000008,12
10.100000000000009,12
10.15000000000001,13
10.20000000000001,13
10.25000000000001,14
10.300000000000011,14
10.350000000000012,14
10.400000000000013,14
10.450000000000014,14
10.500000000000014,14
10.550000000000015,13
10.600000000000016,13
10.650000000000016,14
10.700000000000017,14
10.750000000000018,14
10.800000000000018,13
10.85000000000002,14
10.90000000000002,14
10.95000000000002,14
11.000000000000021,14
11.050000000000022,15
11.100000000000023,15
11.150000000000023,16
11.200000000000024,16
11.250000000000025,16
11.300000000000026,16
11.350000000000026,16
11.400000000000027,16
11.450000000000028,15
11.500000000000028,15
11.55000000000003,16
11.60000000000003,16
11.65000000000003,16
11.700000000000031,16
11.750000000000032,16
11.800000000000033,16
11.850000000000033,17
11.900000000000034,17
11.950000000000035,18
12.000000000000036,18
12.050000000000036,18
12.100000000000037,18
12.150000000000038,19
12.200000000000038,19
12.250000000000039,19
12.30000000000004,19
12.35000000000004,19
12.400000000000041,19
12.450000000000042,19
12.500000000000043,18
12.550000000000043,18
12.600000000000044,18
12.650000000000045,19
12.700000000000045,19
12.750000000000046,18
12.800000000000047,18
12.850000000000048,19
12.900000000000048,19
12.950000000000049,20
13.00000000000005,20
13.05000000000005,20
13.100000000000051,20
13.150000000000052,20
13.200000000000053,20
13.250000000000053,20
13.300000000000054,20
13.350000000000055,19
13.400000000000055,18
13.450000000000056,18
13.500000000000057,18
13.550000000000058,18
13.600000000000058,18
13.650000000000059,18
13.70000000000006,18
13.75000000000006,18
13.800000000000061,18
13.850000000000062,17
13.900000000000063,17
13.950000000000063,17
14.000000000000064,17
14.050000000000065,17
14.100000000000065,17
14.150000000000066,18
14.200000000000067,18
14.250000000000068,19
14.300000000000068,19
14.350000000000069,19
14.40000000000007,19
14.45000000000007,20
14.500000000000071,20
14.550000000000072,21
14.600000000000072,21
14.650000000000073,21
14.700000000000074,21
14.750000000000075,21
14.800000000000075,21
14.850000000000076,22
14.900000000000077,22
14.950000000000077,21
15.000000000000078,21
15.050000000000079,21
15.10000000000008,21
15.15000000000008,21
15.200000000000081,21
15.250000000000082,21
15.300000000000082,21
15.350000000000083,22
15.400000000000084,22
15.450000000000085,21
15.500000000000085,21
15.550000000000086,22
15.600000000000087,21
15.650000000000087,22
15.700000000000088,22
15.750000000000089,22
15.80000000000009,22
15.85000000000009,22
15.900000000000091,22
15.950000000000092,23
16.000000000000092,22
16.050000000000093,22
16.100000000000094,22
16.150000000000095,22
16.200000000000095,22
16.250000000000096,21
16.300000000000097,21
16.350000000000097,21
16.400000000000098,21
16.4500000000001,21
16.5000000000001,21
16.5500000000001,21
16.6000000000001,21
16.6500000000001,21
16.700000000000102,21
16.750000000000103,21
16.800000000000104,21
16.850000000000104,22
16.900000000000105,22
16.950000000000106,22
17.000000000000107,22
17.050000000000107,22
17.100000000000108,22
17.15000000000011,21
17.20000000000011,21
17.25000000000011,21
17.30000000000011,21
17.35000000000011,21
17.400000000000112,21
17.450000000000113,21
17.500000000000114,21
17.550000000000114,20
17.600000000000115,20
17.650000000000116,20
17.700000000000117,20
17.750000000000117,21
17.800000000000118,21
17.85000000000012,21
17.90000000000012,21
17.95000000000012,21
18.00000000000012,21
18.05000000000012,22
18.100000000000122,22
18.150000000000123,23
18.200000000000124,23
18.250000000000124,22
18.300000000000125,22
18.350000000000126,23
18.400000000000126,23
18.450000000000127,24
18.500000000000128,24
18.55000000000013,25
18.60000000000013,24
18.65000000000013,24
18.70000000000013,23
18.75000000000013,24
18.800000000000132,24
18.850000000000133,25
18.900000000000134,25
18.950000000000134,25
19.000000000000135,25
19.050000000000136,25
19.100000000000136,25
19.150000000000137,26
19.200000000000138,26
19.25000000000014,26
19.30000000000014,26
19.35000000000014,25
19.40000000000014,24
19.45000000000014,25
19.500000000000142,25
19.550000000000143,25
19.600000000000144,25
19.650000000000144,25
19.700000000000145,25
19.750000000000146,25
19.800000000000146,25
19.850000000000147,25
19.900000000000148,25
19.95000000000015,26
20.00000000000015,26
20.05000000000015,26
20.10000000000015,26
20.15000000000015,27
20.200000000000152,27
20.250000000000153,27
20.300000000000153,27
20.350000000000154,28
20.400000000000155,28
20.450000000000156,27
20.500000000000156,27
20.550000000000157,27
20.600000000000158,27
20.65000000000016,27
20.70000000000016,27
20.75000000000016,27
20.80000000000016,27
20.85000000000016,27
20.900000000000162,27
20.950000000000163,28
21.000000000000163,27
21.050000000000164,27
21.100000000000165,27
21.150000000000166,27
21.200000000000166,26
21.250000000000167,27
21.300000000000168,27
21.35000000000017,28
21.40000000000017,28
21.45000000000017,28
21.50000000000017,28
21.55000000000017,28
21.600000000000172,28
21.650000000000173,28
21.700000000000173,28
21.750000000000174,28
21.800000000000175,27
21.850000000000176,28
21.900000000000176,28
21.950000000000177,29
22.000000000000178,29
22.05000000000018,29
22.10000000000018,29
22.15000000000018,30
22.20000000000018,30
22.25000000000018,30
22.300000000000182,30
22.350000000000183,31
22.400000000000183,31
22.450000000000184,32
22.500000000000185,32
22.550000000000185,33
22.600000000000186,32
22.650000000000187,31
22.700000000000188,31
22.75000000000019,31
22.80000000000019,31
22.85000000000019,32
22.90000000000019,32
22.95000000000019,32
23.000000000000192,32
23.050000000000193,32
23.100000000000193,32
23.150000000000194,32
23.200000000000195,32
23.250000000000195,32
23.300000000000196,32
23.350000000000197,33
23.400000000000198,33
23.4500000000002,34
23.5000000000002,34
23.5500000000002,34
23.6000000000002,34
23.6500000000002,35
23.700000000000202,35
23.750000000000203,35
23.800000000000203,34
23.850000000000204,33
23.900000000000205,33
23.950000000000205,33
24.000000000000206,33
24.050000000000207,34
24.100000000000207,34
24.150000000000208,35
24.20000000000021,34
24.25000000000021,35
24.30000000000021,35
24.35000000000021,35
24.40000000000021,35
24.450000000000212,36
24.500000000000213,36
24.550000000000214,36
24.600000000000215,36
24.650000000000215,36
24.700000000000216,36
24.750000000000217,37
24.800000000000217,37
24.850000000000218,36
24.90000000000022,35
24.95000000000022,36
25.00000000000022,36
25.05000000000022,36
25.10000000000022,36
25.150000000000222,36
25.200000000000223,36
25.250000000000224,36
25.300000000000225,36
25.350000000000225,37
25.400000000000226,37
25.450000000000227,37
25.500000000000227,37
25.550000000000228,38
25.60000000000023,38
25.65000000000023,38
25.70000000000023,38
25.75000000000023,38
25.80000000000023,37
25.850000000000232,38
25.900000000000233,38
25.950000000000234,37
26.000000000000234,36
26.050000000000235,37
26.100000000000236,37
26.150000000000237,37
26.200000000000237,37
26.250000000000238,38
26.30000000000024,38
26.35000000000024,38
26.40000000000024,37
26.45000000000024,37
26.50000000000024,37
26.550000000000242,37
26.600000000000243,37
26.650000000000244,37
26.700000000000244,37
26.750000000000245,37
26.800000000000246,37
26.850000000000247,37
26.900000000000247,37
26.950000000000248,38
27.00000000000025,38
27.05000000000025,39
27.10000000000025,38
27.15000000000025,38
27.20000000000025,38
27.250000000000252,39
27.300000000000253,39
27.350000000000254,40
27.400000000000254,39
27.450000000000255,40
27.500000000000256,40
27.550000000000257,40
27.600000000000257,40
27.650000000000258,40
27.70000000000026,40
27.75000000000026,40
27.80000000000026,40
27.85000000000026,40
27.90000000000026,40
27.950000000000262,40
28.000000000000263,39
28.050000000000264,39
28.100000000000264,39
28.150000000000265,40
28.200000000000266,39
28.250000000000266,39
28.300000000000267,39
28.350000000000268,39
28.40000000000027,39
28.45000000000027,40
28.50000000000027,40
28.55000000000027,40
28.60000000000027,40
28.650000000000272,41
28.700000000000273,41
28.750000000000274,42
28.800000000000274,42
28.850000000000275,42
28.900000000000276,42
28.950000000000276,43
29.000000000000277,42
29.050000000000278,42
29.10000000000028,42
29.15000000000028,42
29.20000000000028,42
29.25000000000028,42
29.30000000000028,41
29.350000000000282,42
29.400000000000283,42
29.450000000000284,42
29.500000000000284,42
29.550000000000285,43
29.600000000000286,43
29.650000000000286,43
29.700000000000287,43
29.750000000000288,44
29.80000000000029,44
29.85000000000029,45
29.90000000000029,45
29.95000000000029,45
30.00000000000029,45
30.050000000000292,46
30.100000000000293,46
30.150000000000293,45
30.200000000000294,45
30.250000000000295,46
30.300000000000296,46
30.350000000000296,47
30.400000000000297,46
30.450000000000298,47
30.5000000000003,47
30.5500000000003,47
30.6000000000003,47
30.6500000000003,47
30.7000000000003,47
30.750000000000302,47
30.800000000000303,47
30.850000000000303,47
30.900000000000304,47
30.950000000000305,47
31.000000000000306,47
31.050000000000306,48
31.100000000000307,47
31.150000000000308,47
31.20000000000031,47
31.25000000000031,48
31.30000000000031,48
31.35000000000031,48
31.40000000000031,48
31.450000000000312,48
31.500000000000313,47
31.550000000000313,48
31.600000000000314,47
31.650000000000315,48
31.700000000000315,48
31.750000000000316,49
31.800000000000317,49
31.850000000000318,50
31.90000000000032,50
31.95000000000032,50
32.00000000000032,50
32.05000000000032,50
32.100000000000314,50
32.15000000000031,51
32.20000000000031,51
32.250000000000306,51
32.3000000000003,50
32.3500000000003,50
32.4000000000003,50
32.450000000000294,50
32.50000000000029,50
32.55000000000029,50
32.600000000000286,49
32.65000000000028,49
32.70000000000028,49
32.75000000000028,49
32.800000000000274,49
32.85000000000027,50
32.90000000000027,50
32.950000000000266,50
33.00000000000026,50
33.05000000000026,50
33.10000000000026,50
33.150000000000254,51
33.20000000000025,51
33.25000000000025,51
33.300000000000246,51
33.35000000000024,51
33.40000000000024,51
33.45000000000024,51
33.500000000000234,50
33.55000000000023,51
33.60000000000023,51
33.650000000000226,50
33.70000000000022,50
33.75000000000022,50
33.80000000000022,50
33.850000000000215,50
33.90000000000021,50
33.95000000000021,50
34.000000000000206,49
34.0500000000002,49
34.1000000000002,49
34.1500000000002,50
34.200000000000195,49
34.25000000000019,50
34.30000000000019,50
34.350000000000186,50
34.40000000000018,50
34.45000000000018,51
34.50000000000018,51
34.550000000000175,52
34.60000000000017,51
34.65000000000017,52
34.700000000000166,52
34.75000000000016,53
34.80000000000016,53
34.85000000000016,53
34.900000000000155,53
34.95000000000015,53
35.00000000000015,53
35.050000000000146,53
35.10000000000014,53
35.15000000000014,54
35.20000000000014,53
35.250000000000135,54
35.30000000000013,54
35.35000000000013,54
35.40000000000013,54
35.450000000000124,54
35.50000000000012,54
35.55000000000012,54
35.600000000000115,54
35.65000000000011,54
35.70000000000011,53
35.75000000000011,53
35.800000000000104,53
35.8500000000001,53
35.9000000000001,53
35.950000000000095,53
36.00000000000009,53
36.05000000000009,53
36.10000000000009,53
36.150000000000084,53
36.20000000000008,53
36.25000000000008,54
36.300000000000075,53
36.35000000000007,53
36.40000000000007,53
36.45000000000007,54
36.500000000000064,54
36.55000000000006,54
36.60000000000006,54
36.650000000000055,53
36.70000000000005,53
36.75000000000005,53
36.80000000000005,52
36.850000000000044,51
36.90000000000004,51
36.95000000000004,52
37.000000000000036,52
37.05000000000003,53
37.10000000000003,52
37.15000000000003,52
37.200000000000024,52
37.25000000000002,53
37.30000000000002,53
37.350000000000016,54
37.40000000000001,54
37.45000000000001,55
37.50000000000001,55
37.550000000000004,55
37.6,55
37.65,56
37.699999999999996,56
37.74999999999999,56
37.79999999999999,56
37.84999999999999,56
37.899999999999984,56
37.94999999999998,55
37.99999999999998,55
38.049999999999976,55
38.09999999999997,55
38.14999999999997,55
38.19999999999997,55
38.249999999999964,56
38.29999999999996,56
38.34999999999996,55
38.399999999999956,54
38.44999999999995,55
38.49999999999995,55
38.54999999999995,55
38.599999999999945,55
38.64999999999994,55
38.69999999999994,55
38.749999999999936,55
38.79999999999993,55
38.84999999999993,56
38.89999999999993,56
38.949999999999925,57
38.99999999999992,57
39.04999999999992,56
39.099999999999916,56
39.14999999999991,56
39.19999999999991,56
39.24999999999991,55
39.299999999999905,55
39.3499999999999,56
39.3999999999999,56
39.449999999999896,56
39.49999999999989,56
39.54999999999989,56
39.59999999999989,56
39.649999999999885,57
39.69999999999988,57
39.74999999999988,57
39.799999999999876,57
39.84999999999987,58
39.89999999999987,58
39.94999999999987,58
39.999999999999865,57
40.04999999999986,57
40.09999999999986,57
40.14999999999986,56
40.199999999999854,55
40.24999999999985,55
40.29999999999985,55
40.349999999999845,56
40.39999999999984,55
40.44999999999984,56
40.49999999999984,56
40.549999999999834,56
40.59999999999983,56
40.64999999999983,56
40.699999999999825,56
40.74999999999982,57
40.79999999999982,57
40.84999999999982,57
40.899999999999814,57
40.94999999999981,57
40.99999999999981,57
41.049999999999805,57
41.0999999999998,57
41.1499999999998,58
41.1999999999998,58
41.249999999999794,58
41.29999999999979,58
41.34999999999979,59
41.399999999999785,59
41.44999999999978,59
41.49999999999978,59
41.54999999999978,59
41.599999999999774,58
41.64999999999977,59
41.69999999999977,59
41.749999999999766,59
41.79999999999976,59
41.84999999999976,59
41.89999999999976,59
41.949999999999754,60
41.99999999999975,60
42.04999999999975,61
42.099999999999746,61
42.14999999999974,61
42.19999999999974,61
42.24999999999974,61
42.299999999999734,61
42.34999999999973,60
42.39999999999973,60
42.449999999999726,60
42.49999999999972,59
42.54999999999972,59
42.59999999999972,59
42.649999999999714,60
42.69999999999971,60
42.74999999999971,61
42.799999999999706,61
42.8499999999997,62
42.8999999999997,62
42.9499999999997,62
42.999999999999694,62
43.04999999999969,62
43.09999999999969,62
43.149999999999686,63
43.19999999999968,62
43.24999999999968,62
43.29999999999968,61
43.349999999999675,61
43.39999999999967,61
43.44999999999967,61
43.499999999999666,61
43.54999999999966,62
43.59999999999966,62
43.64999999999966,62
43.699999999999655,62
43.74999999999965,62
43.79999999999965,62
43.849999999999646,63
43.89999999999964,63
43.94999999999964,63
43.99999999999964,63
44.049999999999635,63
44.09999999999963,63
44.14999999999963,63
44.199999999999626,63
44.24999999999962,63
44.29999999999962,63
44.34999999999962,64
44.399999999999615,64
44.44999999999961,64
44.49999999999961,63
44.549999999999606,62
44.5999999999996,62
44.6499999999996,62
44.6999999999996,62
44.749999999999595,62
44.79999999999959,61
44.84999999999959,61
44.89999999999959,61
44.949999999999584,62
44.99999999999958,62
45.04999999999958,62
45.099999999999575,62
45.14999999999957,62
45.19999999999957,62
45.24999999999957,63
45.299999999999564,63
45.34999999999956,64
45.39999999999956,64
45.449999999999555,64
45.49999999999955,64
45.54999999999955,65
45.59999999999955,64
45.649999999999544,65
45.69999999999954,65
45.74999999999954,66
45.799999999999535,66
45.84999999999953,66
45.89999999999953,66
45.94999999999953,66
45.999999999999524,66
46.04999999999952,67
46.09999999999952,67
46.149999999999515,67
46.19999999999951,67
46.24999999999951,68
46.29999999999951,68
46.349999999999504,68
46.3999999999995,67
46.4499999999995,66
46.499999999999496,66
46.54999999999949,66
46.59999999999949,66
46.64999999999949,65
46.699999999999484,64
46.74999999999948,65
46.79999999999948,65
46.849999999999476,66
46.89999999999947,66
46.94999999999947,66
46.99999999999947,66
47.049999999999464,65
47.09999999999946,65
47.14999999999946,66
47.199999999999456,66
47.24999999999945,66
47.29999999999945,66
47.34999999999945,67
47.399999999999444,67
47.44999999999944,67
47.49999999999944,67
47.549999999999436,67
47.59999999999943,67
47.64999999999943,68
47.69999999999943,68
47.749999999999424,68
47.79999999999942,67
47.84999999999942,68
47.899999999999416,68
47.94999999999941,68
47.99999999999941,68
48.04999999999941,68
48.099999999999405,68
48.1499999999994,68
48.1999999999994,68
48.249999999999396,69
48.29999999999939,69
48.34999999999939,70
48.39999999999939,70
48.449999999999385,71
48.49999999999938,71
48.54999999999938,71
48.599999999999376,71
48.64999999999937,72
48.69999999999937,72
48.74999999999937,71
48.799999999999365,71
48.84999999999936,71
48.89999999999936,70
48.949999999999356,71
48.99999999999935,71
49.04999999999935,71
49.09999999999935,71
49.149999999999345,71
49.19999999999934,71
49.24999999999934,71
49.299999999999336,71
49.34999999999933,71
49.39999999999933,71
49.44999999999933,71
49.499999999999325,70
49.54999999999932,71
49.59999999999932,71
49.64999999999932,71
49.699999999999314,70
49.74999999999931,70
49.79999999999931,70
49.849999999999305,71
49.8999999999993,71
49.9499999999993,72
49.9999999999993,71
50.049999999999294,71
